customer_id,age,membership_years,number_of_children,quantity,unit_price,avg_purchase_value,purchase_frequency,avg_discount_used,online_purchases,in_store_purchases,total_sales,total_transactions,total_items_purchased,promotion_effectiveness,days_since_last_purchase,gender,income_bracket,marital_status,education_level,occupation,product_category,promotion_type,transaction_date,last_purchase_date,loyalty_program,churn,promo_flag
C1108,40,10,4,2.7777777777777777,51.45367248118778,146.79796188800776,7.199999999999999,0.26545347494522775,140,67,10569.45325593656,2303,6173,0.5416666666666666,808,Female,Low,Single,High School,Unemployed,Books,no_promotion,2023-10-13,2023-10-13,1,0,1
C1109,21,1,2,3.0694444444444446,53.137860115823315,160.44135812524772,72.0,0.3277988332748605,158,68,11551.777785017835,2591,1874,0.5138888888888888,810,Female,Medium,Divorced,Master's,Employed,Electronics,no_promotion,2023-10-11,2023-10-11,0,0,1
C1110,25,10,1,2.9444444444444446,49.691181155807236,146.09173791186615,7.199999999999999,0.2909263734028743,142,81,10518.605129654363,2447,6545,0.6111111111111112,804,Female,High,Married,Bachelor's,Student,Home,no_promotion,2023-10-17,2023-10-17,1,0,1
C1111,61,11,4,3.125,48.40167633348036,147.979760889477,6.545454545454546,0.3129621033963321,167,61,10654.542784042344,3167,7349,0.6666666666666666,808,Male,High,Divorced,Master's,Student,Clothing,BOGO,2023-10-13,2023-10-13,0,0,1
C1112,58,1,0,3.0972222222222223,50.88555188141357,162.19109641454318,72.0,0.2984235712355971,154,75,11677.758941847109,1727,2307,0.6666666666666666,801,Female,Medium,Married,PhD,Retired,Sports,BOGO,2023-10-20,2023-10-20,1,1,1
C1113,40,7,2,2.888888888888889,49.759159594655166,143.8699787839655,10.285714285714286,0.30745912797237424,161,54,10358.638472445517,3383,3517,0.7083333333333334,800,Female,High,Divorced,High School,Self-Employed,Books,BOGO,2023-10-21,2023-10-21,1,0,1
C1114,56,8,0,2.75,50.522891128980106,137.9657822579602,9.0,0.3473391645002024,154,52,9933.536322573134,1511,6892,0.7222222222222222,802,Other,Medium,Married,High School,Unemployed,Clothing,BOGO,2023-10-19,2023-10-19,0,0,1
C1115,59,1,2,2.9583333333333335,48.8673545530064,143.73553588124142,72.0,0.23172253755307237,159,52,10348.958583449383,1727,5610,0.6805555555555556,805,Other,Low,Single,PhD,Unemployed,Electronics,Discount,2023-10-16,2023-10-16,1,0,1
C1116,55,1,4,3.013888888888889,53.43563937967062,160.85658529646025,72.0,0.23008525552777076,163,57,11581.674141345138,2735,3021,0.6388888888888888,797,Female,Low,Divorced,Bachelor's,Self-Employed,Sports,no_promotion,2023-10-24,2023-10-24,0,0,1
C1117,24,1,1,2.8194444444444446,52.885870362509586,146.07892591806515,72.0,0.26373532541532096,142,76,10517.68266610069,1151,1138,0.6388888888888888,801,Male,Low,Married,Bachelor's,Retired,Sports,Discount,2023-10-20,2023-10-20,1,0,1
C1118,50,6,4,3.1527777777777777,54.76550757484168,173.04925757484168,12.0,0.27729995821601494,174,65,12459.5465453886,1727,3538,0.6527777777777778,807,Other,High,Divorced,High School,Self-Employed,Electronics,no_promotion,2023-10-14,2023-10-14,1,0,1
C1119,34,3,1,2.9444444444444446,49.60691508671141,151.9094659024012,24.0,0.27756168376631396,164,56,10937.481544972887,3311,4816,0.6944444444444444,800,Male,Medium,Single,High School,Employed,Home,Discount,2023-10-21,2023-10-21,1,0,1
C1120,40,3,0,3.2222222222222223,56.255591299492735,186.6053850095893,24.0,0.3309865544419968,170,74,13435.58772069043,503,4117,0.5972222222222222,793,Other,High,Married,PhD,Retired,Beauty,no_promotion,2023-10-28,2023-10-28,1,0,1
C1121,23,7,4,2.9583333333333335,48.30081278936944,143.02672337969997,10.285714285714286,0.23038039949519856,138,72,10297.924083338397,1295,5033,0.7083333333333334,793,Other,Medium,Married,High School,Employed,Books,BOGO,2023-10-28,2023-10-28,1,0,1
C1122,36,14,0,3.0416666666666665,48.81525756150332,155.3800378075166,5.142857142857143,0.3070200003542618,164,64,11187.362722141195,647,2086,0.625,798,Other,Medium,Single,High School,Self-Employed,Beauty,no_promotion,2023-10-23,2023-10-23,0,0,1
C1123,50,10,4,2.736111111111111,49.2995284044207,138.5111142443257,7.199999999999999,0.30319391777106275,149,55,9972.80022559145,2159,6960,0.5972222222222222,792,Male,Medium,Single,High School,Retired,Books,no_promotion,2023-10-29,2023-10-29,0,1,1
C1124,66,15,4,3.0972222222222223,52.11227822726782,162.5626948939345,4.8,0.3095331374262146,173,64,11704.514032363284,1079,4326,0.5833333333333334,790,Female,High,Divorced,PhD,Self-Employed,Beauty,BOGO,2023-10-31,2023-10-31,1,0,1
C1125,37,7,4,3.111111111111111,45.95810581086611,142.03997349877497,10.285714285714286,0.24839529824136866,145,74,10226.878091911798,719,5331,0.625,790,Other,Low,Married,Master's,Self-Employed,Electronics,BOGO,2023-10-31,2023-10-31,0,1,1
C1126,67,14,2,3.0277777777777777,52.674285261656806,162.55815385664695,5.142857142857143,0.33190419348063205,141,88,11704.18707767858,3455,5400,0.5972222222222222,790,Female,Medium,Single,High School,Student,Electronics,no_promotion,2023-10-31,2023-10-31,1,1,1
C1127,65,7,1,3.2222222222222223,53.796800413309924,173.49886831990636,10.285714285714286,0.2569989017197083,191,55,12491.91851903326,575,6780,0.5972222222222222,792,Female,Low,Divorced,PhD,Self-Employed,Beauty,no_promotion,2023-10-29,2023-10-29,0,1,1
C1128,47,11,1,2.9583333333333335,53.47653139423379,150.26514973825692,6.545454545454546,0.24192246441212648,151,64,10819.090781154498,2159,5826,0.4861111111111111,793,Female,Low,Single,Master's,Retired,Home,no_promotion,2023-10-28,2023-10-28,0,0,1
C1129,56,1,3,2.8333333333333335,53.38284221880122,150.99740553845055,72.0,0.3001674743669285,141,74,10871.81319876844,3167,2575,0.5833333333333334,785,Female,Low,Single,PhD,Unemployed,Clothing,no_promotion,2023-11-05,2023-11-05,0,0,1
C1130,70,6,1,3.125,49.470717625716205,156.84259272508703,12.0,0.23477713085692675,145,87,11292.666676206267,3455,1013,0.6111111111111112,783,Female,High,Single,PhD,Student,Beauty,no_promotion,2023-11-07,2023-11-07,0,0,1
C1131,55,11,2,2.9027777777777777,52.08313163781888,157.3291304113166,6.545454545454546,0.34689143462639876,144,64,11327.697389614796,3599,5028,0.6805555555555556,787,Female,Low,Single,Master's,Retired,Electronics,BOGO,2023-11-03,2023-11-03,0,1,1
C1132,30,12,3,3.0833333333333335,51.552348249539506,162.20150205463457,6.0,0.2745493186866065,149,78,11678.50814793369,575,6412,0.5555555555555556,782,Female,Low,Single,Master's,Retired,Books,no_promotion,2023-11-08,2023-11-08,0,0,1
C1133,49,6,0,3.1805555555555554,52.86842726424564,165.56828837535673,12.0,0.27331572359616774,165,77,11920.916763025685,1439,6924,0.6388888888888888,780,Female,Medium,Single,PhD,Self-Employed,Beauty,Discount,2023-11-10,2023-11-10,0,0,1
C1134,64,7,0,2.9583333333333335,55.14902915340384,158.18361386236325,10.285714285714286,0.33919202329953113,152,65,11389.220198090154,2807,1363,0.5833333333333334,779,Female,High,Single,Bachelor's,Employed,Electronics,no_promotion,2023-11-11,2023-11-11,1,0,1
C1135,63,10,4,3.0416666666666665,49.06597825082068,153.90364125410338,7.199999999999999,0.3143341069479557,162,57,11081.062170295443,1871,3886,0.6666666666666666,778,Other,High,Divorced,PhD,Self-Employed,Electronics,Discount,2023-11-12,2023-11-12,0,1,1
C1136,35,13,1,3.0416666666666665,52.20226907110669,161.61481757775567,5.538461538461538,0.23836337913847144,153,70,11636.266865598409,2591,3382,0.5277777777777778,783,Male,Low,Divorced,Bachelor's,Student,Books,no_promotion,2023-11-07,2023-11-07,1,0,1
C1137,21,11,4,3.0833333333333335,53.10876203305358,163.7969685105516,6.545454545454546,0.27103017962687415,165,62,11793.381732759715,2375,5116,0.5833333333333334,779,Other,High,Single,PhD,Employed,Books,no_promotion,2023-11-11,2023-11-11,1,0,1
C1138,48,11,0,3.0,56.89541274827171,170.29248824481513,6.545454545454546,0.3186077771471472,152,76,12261.05915362669,503,5397,0.6111111111111112,778,Male,High,Single,Bachelor's,Self-Employed,Books,no_promotion,2023-11-12,2023-11-12,0,0,1
C1139,48,6,1,3.0972222222222223,49.521490068294526,149.23655353821692,12.0,0.24984803355221027,169,62,10745.031854751618,3599,3316,0.6666666666666666,777,Other,Low,Married,Master's,Retired,Beauty,BOGO,2023-11-13,2023-11-13,0,0,1
C1140,40,8,3,2.9583333333333335,50.1818743297239,150.6976375483367,9.0,0.3404568525405407,130,86,10850.229903480242,1007,5107,0.6111111111111112,774,Female,High,Single,High School,Self-Employed,Home,no_promotion,2023-11-16,2023-11-16,1,0,1
C1141,55,4,4,2.7777777777777777,50.31708196459949,141.66554871188634,18.0,0.268578030687344,148,58,10199.919507255816,503,5019,0.6805555555555556,772,Male,Medium,Married,Bachelor's,Student,Books,BOGO,2023-11-18,2023-11-18,0,0,1
C1142,31,13,4,2.986111111111111,46.88451705494824,138.77048927717044,5.538461538461538,0.29616694319533515,171,49,9991.475227956273,2159,2446,0.6388888888888888,773,Male,High,Single,Bachelor's,Employed,Beauty,no_promotion,2023-11-17,2023-11-17,1,0,1
C1143,44,9,2,3.1805555555555554,52.11813708569547,157.65502417139092,8.0,0.24840357951811232,170,64,11351.161740340147,3383,5915,0.6111111111111112,770,Female,High,Single,Master's,Student,Clothing,no_promotion,2023-11-20,2023-11-20,0,0,1
C1144,45,9,3,3.138888888888889,54.46773222607382,173.348797785481,8.0,0.324563585048185,168,59,12481.11344055463,3455,6848,0.5555555555555556,769,Female,Low,Married,PhD,Self-Employed,Clothing,no_promotion,2023-11-21,2023-11-21,0,1,1
C1145,43,12,2,2.763888888888889,50.43014473402998,140.59445028958555,6.0,0.236520325298879,135,76,10122.800420850159,3095,2646,0.6527777777777778,771,Male,Low,Divorced,Master's,Unemployed,Sports,Discount,2023-11-19,2023-11-19,1,1,1
C1146,51,1,3,3.25,47.99897983046468,161.688563163798,72.0,0.24056765160814272,168,80,11641.576547793456,2375,3257,0.4305555555555556,774,Other,High,Married,Master's,Retired,Home,no_promotion,2023-11-16,2023-11-16,0,0,1
C1147,44,14,4,2.6805555555555554,47.79817999163947,125.92969331661227,5.142857142857143,0.3526901398748365,127,81,9066.937918796084,1439,5735,0.5694444444444444,774,Male,High,Divorced,Bachelor's,Unemployed,Beauty,no_promotion,2023-11-16,2023-11-16,0,0,1
C1148,52,1,4,2.9444444444444446,50.27238634151228,149.5578282385801,72.0,0.2596935214433453,149,66,10768.163633177768,3599,5826,0.6111111111111112,766,Female,Low,Single,Bachelor's,Retired,Sports,no_promotion,2023-11-24,2023-11-24,0,1,1
C1149,31,2,0,2.6805555555555554,48.56138621985183,126.52555021748145,36.0,0.3087694280846544,127,64,9109.839615658664,719,983,0.5694444444444444,771,Female,Medium,Single,PhD,Self-Employed,Clothing,no_promotion,2023-11-19,2023-11-19,1,0,1
C1150,18,9,3,2.763888888888889,51.66901430018437,144.98954290055312,8.0,0.298020050065108,143,70,10439.247088839824,3599,4300,0.5555555555555556,765,Male,High,Married,PhD,Self-Employed,Sports,no_promotion,2023-11-25,2023-11-25,1,1,1
C1151,21,1,0,2.8194444444444446,46.57139530899738,129.97724148254773,72.0,0.28676758662158536,143,66,9358.361386743436,2951,5744,0.6388888888888888,774,Female,Medium,Divorced,Bachelor's,Student,Home,no_promotion,2023-11-16,2023-11-16,0,1,1
C1152,46,13,4,2.9722222222222223,50.79989583792466,152.44822918962328,5.538461538461538,0.22294248052500576,151,63,10976.272501652877,3023,4169,0.6388888888888888,761,Other,High,Single,Bachelor's,Student,Beauty,Discount,2023-11-29,2023-11-29,0,1,1
C1153,55,9,0,2.736111111111111,46.20373713416196,121.60050409220341,8.0,0.25822070613947773,126,72,8755.236294638646,1583,2929,0.5277777777777778,762,Other,Medium,Married,Bachelor's,Student,Beauty,no_promotion,2023-11-28,2023-11-28,1,0,1
C1154,58,13,1,3.263888888888889,47.38085453768816,156.93391009324372,5.538461538461538,0.30788250312111676,170,75,11299.241526713548,647,2898,0.5833333333333334,762,Other,Low,Married,Master's,Unemployed,Electronics,no_promotion,2023-11-28,2023-11-28,1,0,1
C1155,33,7,0,3.0,49.31874377874075,148.05499377874077,10.285714285714286,0.3257578850489978,168,60,10659.959552069335,3023,3455,0.5833333333333334,760,Other,Low,Married,PhD,Student,Beauty,no_promotion,2023-11-30,2023-11-30,1,0,1
C1156,33,12,3,2.888888888888889,53.53558434893748,157.70736618913187,6.0,0.32050483412389613,158,62,11354.930365617494,2303,3227,0.5694444444444444,775,Other,Low,Single,PhD,Retired,Sports,no_promotion,2023-11-15,2023-11-15,0,0,1
C1157,34,12,3,3.1527777777777777,51.62850847469055,158.33552542407165,6.0,0.3150553467481434,176,57,11400.157830533159,2591,7424,0.6388888888888888,760,Female,Medium,Married,Master's,Self-Employed,Books,Discount,2023-11-30,2023-11-30,1,1,1
C1158,28,13,2,2.9583333333333335,50.56850217063617,148.41461328174728,5.538461538461538,0.21616748127522784,158,59,10685.852156285804,1439,932,0.625,757,Other,Medium,Single,Master's,Unemployed,Home,no_promotion,2023-12-03,2023-12-03,1,0,1
C1159,48,10,4,3.0555555555555554,50.686498243917725,160.21651899736636,7.199999999999999,0.32814394871628966,156,63,11535.589367810378,503,1079,0.6805555555555556,755,Other,Low,Divorced,High School,Employed,Beauty,Discount,2023-12-05,2023-12-05,1,0,1
C1160,31,5,1,2.9166666666666665,52.020595947068344,149.5057171216067,14.399999999999999,0.29668773925321706,154,65,10764.411632755682,2879,1646,0.5,753,Other,High,Divorced,Bachelor's,Unemployed,Beauty,no_promotion,2023-12-07,2023-12-07,1,0,1
C1161,43,9,0,3.0,47.17409846736231,137.15465651319806,8.0,0.3008611404616013,144,79,9875.13526895026,2447,5253,0.5694444444444444,755,Male,Low,Single,PhD,Employed,Electronics,no_promotion,2023-12-05,2023-12-05,0,0,1
C1162,42,5,1,2.611111111111111,50.24412759034093,134.4754774029041,14.399999999999999,0.24035661959718713,125,69,9682.234373009094,1871,2130,0.5972222222222222,753,Male,High,Single,PhD,Student,Sports,no_promotion,2023-12-07,2023-12-07,1,0,1
C1163,53,10,3,3.0277777777777777,51.701453585027416,155.65769408841558,7.199999999999999,0.306974583660705,117,101,11207.353974365922,719,5471,0.5138888888888888,761,Male,Low,Single,Master's,Employed,Beauty,no_promotion,2023-11-29,2023-11-29,0,0,1
C1164,51,13,0,3.25,45.68406847711747,149.1509961306921,5.538461538461538,0.29634752071178294,184,56,10738.871721409832,2879,1958,0.6111111111111112,751,Female,Low,Married,PhD,Employed,Books,no_promotion,2023-12-09,2023-12-09,1,0,1
C1165,21,1,2,3.0277777777777777,48.98396733003099,147.40983665015497,72.0,0.2775175786859564,151,72,10613.508238811159,3311,2013,0.5694444444444444,749,Male,Low,Married,Master's,Retired,Books,no_promotion,2023-12-11,2023-12-11,0,0,1
C1166,33,8,0,2.75,55.09302192995857,154.25486549761206,9.0,0.32009920984533513,143,58,11106.350315828067,3167,2426,0.6944444444444444,748,Female,Medium,Divorced,PhD,Self-Employed,Sports,Discount,2023-12-12,2023-12-12,0,0,1
C1167,61,15,3,2.9444444444444446,51.39188393847051,156.0473363590192,4.8,0.23421444301110958,153,59,11235.408217849383,1583,6255,0.6388888888888888,746,Other,High,Married,High School,Self-Employed,Beauty,no_promotion,2023-12-14,2023-12-14,1,0,1
C1168,34,1,0,3.138888888888889,49.62035453673439,161.61274490589417,72.0,0.3116861231459018,130,100,11636.117633224381,3311,6053,0.625,748,Male,Low,Single,Master's,Retired,Home,no_promotion,2023-12-12,2023-12-12,0,0,1
C1169,56,15,3,2.875,50.217988607040866,149.30931553927456,4.8,0.3530372403932315,156,58,10750.270718827769,3671,5171,0.5277777777777778,749,Other,Medium,Single,Master's,Unemployed,Home,no_promotion,2023-12-11,2023-12-11,0,1,1
C1170,26,5,3,2.9722222222222223,52.09260150763531,153.81343484096863,14.399999999999999,0.2956895584277659,154,69,11074.567308549742,2087,1725,0.5833333333333334,743,Female,Medium,Married,High School,Unemployed,Books,no_promotion,2023-12-17,2023-12-17,0,1,1
C1171,44,9,4,3.138888888888889,47.049444601538056,144.6908339617078,8.0,0.2542339752084529,164,62,10417.740045242961,2807,1374,0.5972222222222222,748,Male,Low,Married,Master's,Self-Employed,Clothing,no_promotion,2023-12-12,2023-12-12,0,0,1
C1172,33,2,4,3.0833333333333335,48.46899361820819,145.50691028487483,36.0,0.23881886035987632,146,93,10476.497540510989,3383,3389,0.6527777777777778,752,Male,High,Single,Bachelor's,Retired,Electronics,Discount,2023-12-08,2023-12-08,0,0,1
C1173,58,3,2,3.013888888888889,51.575550296353164,154.34706755572614,24.0,0.26981155044381433,173,51,11112.988864012283,2375,5542,0.4861111111111111,742,Female,Low,Single,Master's,Retired,Books,no_promotion,2023-12-18,2023-12-18,0,1,1
C1174,57,1,1,2.861111111111111,50.19597489242885,141.25194711465107,72.0,0.27651208811953115,162,49,10170.140192254878,3311,4885,0.5416666666666666,753,Male,Low,Married,Master's,Student,Clothing,no_promotion,2023-12-07,2023-12-07,0,1,1
C1175,65,4,4,3.111111111111111,50.835834428338515,153.74111549113184,18.0,0.27006760446854666,161,67,11069.360315361491,1871,6772,0.5833333333333334,745,Other,High,Married,High School,Unemployed,Sports,no_promotion,2023-12-15,2023-12-15,0,0,1
C1176,40,6,2,2.986111111111111,49.358917468601405,145.17477938164726,12.0,0.2723033540961909,159,63,10452.584115478603,3455,7341,0.5277777777777778,746,Other,High,Married,PhD,Unemployed,Books,no_promotion,2023-12-14,2023-12-14,1,0,1
C1177,40,11,2,2.8194444444444446,54.1150758366941,151.56945722894375,6.545454545454546,0.2713583219605682,148,56,10913.00092048395,1295,3441,0.7222222222222222,737,Other,High,Single,High School,Employed,Clothing,BOGO,2023-12-23,2023-12-23,1,0,1
C1178,50,14,3,3.375,50.325647176856485,171.9860136620602,5.142857142857143,0.34155695585477575,193,52,12382.992983668335,1367,1606,0.5833333333333334,748,Other,Low,Divorced,Master's,Retired,Sports,no_promotion,2023-12-12,2023-12-12,0,0,1
C1179,55,2,1,2.8472222222222223,53.45090106298296,148.35742884076072,36.0,0.3199257806539955,149,63,10681.734876534772,575,5820,0.4861111111111111,746,Male,High,Divorced,Master's,Unemployed,Clothing,no_promotion,2023-12-14,2023-12-14,1,1,1
C1180,66,9,3,3.1666666666666665,48.59271467070398,157.75676779796433,8.0,0.313936227567188,169,68,11358.487281453432,1799,2887,0.6111111111111112,736,Male,Medium,Divorced,High School,Unemployed,Home,no_promotion,2023-12-24,2023-12-24,1,1,1
C1181,35,2,4,2.8194444444444446,46.07426932550838,133.23853865101677,36.0,0.23839238850696035,146,64,9593.174782873208,1583,2001,0.5555555555555556,734,Male,High,Single,Bachelor's,Employed,Electronics,no_promotion,2023-12-26,2023-12-26,1,0,1
C1182,44,15,2,3.0833333333333335,48.94362109935408,150.26738108759707,4.8,0.2639799156990033,181,48,10819.251438306988,2375,4036,0.5972222222222222,736,Other,Medium,Single,PhD,Retired,Books,no_promotion,2023-12-24,2023-12-24,1,1,1
C1183,19,3,0,2.6805555555555554,50.073356187932966,133.97314697395407,24.0,0.3288077267929958,145,49,9646.066582124693,2879,6957,0.5694444444444444,736,Other,Medium,Divorced,Master's,Unemployed,Home,no_promotion,2023-12-24,2023-12-24,0,0,1
C1184,49,6,2,3.263888888888889,48.577156696341625,165.0543212298109,12.0,0.27356694725367153,179,60,11883.911128546386,791,2463,0.5833333333333334,731,Female,High,Single,Master's,Retired,Books,no_promotion,2023-12-29,2023-12-29,1,0,1
C1185,70,10,3,2.6666666666666665,50.879800086550794,134.44648359298571,7.199999999999999,0.30739549851697195,152,46,9680.146818694971,3239,6813,0.5833333333333334,739,Male,Medium,Single,PhD,Unemployed,Home,no_promotion,2023-12-21,2023-12-21,1,0,1
C1186,51,13,4,2.9166666666666665,48.44271345495721,143.9922427087177,5.538461538461538,0.29694677857228163,153,70,10367.441475027674,2879,4310,0.5833333333333334,741,Female,Low,Married,High School,Student,Books,no_promotion,2023-12-19,2023-12-19,0,0,1
C1187,66,9,1,3.013888888888889,52.01714631100658,158.6285222663531,8.0,0.29310287907326793,166,62,11421.253603177422,2231,2014,0.6805555555555556,728,Female,High,Divorced,Bachelor's,Student,Books,Discount,2024-01-01,2024-01-01,0,0,1
C1188,35,2,0,3.236111111111111,48.33386934100554,157.1971440306888,36.0,0.3442503569194402,166,66,11318.194370209594,2303,6997,0.5972222222222222,725,Female,High,Married,PhD,Self-Employed,Home,no_promotion,2024-01-04,2024-01-04,0,0,1
C1189,47,4,2,2.986111111111111,55.198760816599425,166.6226497054883,18.0,0.3459464273563772,159,67,11996.830778795158,3167,5326,0.5555555555555556,724,Female,High,Divorced,Master's,Employed,Books,no_promotion,2024-01-05,2024-01-05,1,0,1
C1190,56,1,2,2.9722222222222223,51.03984286062055,155.86187144248223,72.0,0.29145484824756174,154,69,11222.05474385872,2447,4458,0.6388888888888888,725,Male,Medium,Single,Master's,Employed,Home,no_promotion,2024-01-04,2024-01-04,0,0,1
C1191,24,4,0,2.9444444444444446,50.41022329225191,150.8998664612595,18.0,0.2820337927216573,145,79,10864.790385210685,2375,1503,0.625,728,Female,Medium,Divorced,High School,Employed,Beauty,no_promotion,2024-01-01,2024-01-01,1,0,1
C1192,42,3,3,3.0833333333333335,49.637965628890356,154.09278577555995,24.0,0.2189003286095725,158,80,11094.680575840317,1223,5043,0.6527777777777778,721,Other,Medium,Married,Master's,Employed,Sports,Discount,2024-01-08,2024-01-08,0,0,1
C1193,47,3,4,2.9722222222222223,55.06422650342657,163.908670947871,24.0,0.2439962575340611,145,79,11801.424308246713,647,1725,0.5138888888888888,725,Male,High,Divorced,PhD,Retired,Electronics,no_promotion,2024-01-04,2024-01-04,0,1,1
C1194,23,5,4,2.8194444444444446,48.81063150211405,136.82848522645034,14.399999999999999,0.29916338431914485,150,69,9851.650936304424,935,3729,0.5555555555555556,719,Other,High,Married,High School,Employed,Home,no_promotion,2024-01-10,2024-01-10,1,0,1
C1195,30,4,0,2.75,52.28954293625515,144.66519698362143,18.0,0.2871656714679291,147,51,10415.894182820743,3023,2428,0.5972222222222222,723,Male,Low,Married,High School,Student,Books,no_promotion,2024-01-06,2024-01-06,1,1,1
C1196,47,8,1,3.013888888888889,52.32090651487053,152.5638963630744,9.0,0.32649486223086327,144,72,10984.600538141358,863,3023,0.5694444444444444,718,Female,High,Married,Bachelor's,Employed,Sports,no_promotion,2024-01-11,2024-01-11,0,0,1
C1197,61,13,2,3.2916666666666665,55.672792080594405,190.00896040297204,5.538461538461538,0.28363260705627774,137,97,13680.645149013986,3095,4408,0.6666666666666666,726,Male,Medium,Married,PhD,Employed,Books,BOGO,2024-01-03,2024-01-03,0,0,1
C1198,42,13,0,2.9722222222222223,50.43803128964618,150.14781960302918,5.538461538461538,0.22783500193844708,168,53,10810.6430114181,2231,2370,0.5555555555555556,719,Male,Low,Married,PhD,Self-Employed,Sports,no_promotion,2024-01-10,2024-01-10,0,0,1
C1199,58,9,2,3.1805555555555554,45.753278174122435,148.42516745935598,8.0,0.3354877262649327,149,88,10686.612057073631,3383,2099,0.6944444444444444,717,Other,High,Married,PhD,Unemployed,Books,Discount,2024-01-12,2024-01-12,0,0,1
C1200,33,10,1,2.7916666666666665,54.48717523928469,148.93240603412494,7.199999999999999,0.25097440653118114,141,70,10723.133234456995,1367,6607,0.6388888888888888,715,Female,Low,Divorced,Master's,Self-Employed,Electronics,no_promotion,2024-01-14,2024-01-14,1,1,1
C1201,68,1,2,3.2777777777777777,55.49424881707687,180.49360519649545,72.0,0.2788766101405582,168,65,12995.539574147673,2735,3831,0.6111111111111112,736,Male,Medium,Single,High School,Unemployed,Beauty,Discount,2023-12-24,2023-12-24,0,0,1
C1202,37,1,4,2.888888888888889,48.029682172009046,141.04978101068477,72.0,0.27881570221215646,140,84,10155.584232769303,3095,3374,0.6944444444444444,718,Other,Medium,Single,Bachelor's,Employed,Sports,BOGO,2024-01-11,2024-01-11,0,0,1
C1203,55,12,4,3.263888888888889,55.254835797286354,172.75872468617524,6.0,0.24950043706632366,179,67,12438.628177404618,1151,6210,0.6111111111111112,710,Female,Medium,Single,Master's,Self-Employed,Sports,no_promotion,2024-01-19,2024-01-19,1,0,1
C1204,29,12,0,2.7777777777777777,51.29843663067327,144.74457985602643,6.0,0.31236306495113264,134,71,10421.609749633903,1871,4876,0.6388888888888888,714,Female,Medium,Single,PhD,Unemployed,Electronics,no_promotion,2024-01-15,2024-01-15,0,1,1
C1205,21,1,3,2.9444444444444446,52.60426070543945,151.10217737210613,72.0,0.260186047347714,166,57,10879.35677079164,791,1147,0.625,709,Male,Low,Married,PhD,Retired,Books,no_promotion,2024-01-20,2024-01-20,1,0,1
C1206,68,2,2,3.013888888888889,48.26042295429359,145.76279664065854,36.0,0.24753914410571523,156,65,10494.921358127414,2159,5038,0.5416666666666666,707,Female,High,Married,PhD,Employed,Books,no_promotion,2024-01-22,2024-01-22,1,0,1
C1207,29,2,3,2.9444444444444446,48.4952331243551,142.38625492862084,36.0,0.2868382488204737,146,68,10251.810354860701,3671,6833,0.5972222222222222,716,Male,High,Married,PhD,Employed,Beauty,no_promotion,2024-01-13,2024-01-13,0,0,1
C1208,24,2,4,2.8333333333333335,46.42077616784665,132.10268800471994,36.0,0.31170931476084035,154,62,9511.393536339836,2231,2144,0.5972222222222222,707,Other,Medium,Single,High School,Retired,Books,no_promotion,2024-01-22,2024-01-22,0,0,1
C1209,58,2,4,2.986111111111111,52.07027193328335,151.4694327554556,36.0,0.3531814573624883,166,59,10905.799158392803,1295,4389,0.5277777777777778,711,Male,High,Single,High School,Student,Beauty,no_promotion,2024-01-18,2024-01-18,1,0,1
C1210,55,3,3,2.7222222222222223,53.61211773092688,143.6596177309269,24.0,0.2887884585835749,155,49,10343.492476626736,647,1059,0.6111111111111112,707,Other,High,Married,Master's,Self-Employed,Beauty,no_promotion,2024-01-22,2024-01-22,0,0,1
C1211,19,13,3,3.013888888888889,50.45039322369283,152.8227308918301,5.538461538461538,0.3576874596117826,145,78,11003.236624211768,3455,5111,0.5416666666666666,703,Male,High,Single,High School,Student,Clothing,no_promotion,2024-01-26,2024-01-26,0,1,1
C1212,36,14,2,2.75,48.66037427363008,140.0142748722981,5.142857142857143,0.31384049009961473,144,61,10081.027790805463,1511,5954,0.5555555555555556,710,Female,Medium,Single,Master's,Employed,Beauty,no_promotion,2024-01-19,2024-01-19,1,0,1
C1213,45,6,0,3.0416666666666665,50.990654452047025,157.47359003041032,12.0,0.3051737669112362,139,85,11338.098482189544,1295,3887,0.5555555555555556,704,Other,High,Married,Bachelor's,Unemployed,Electronics,no_promotion,2024-01-25,2024-01-25,0,0,1
C1214,39,6,3,3.0833333333333335,49.748287666282764,156.56782722030272,12.0,0.2739825580684774,171,52,11272.883559861795,575,6481,0.5416666666666666,722,Female,Low,Single,High School,Retired,Home,no_promotion,2024-01-07,2024-01-07,1,0,1
C1215,25,14,0,2.9305555555555554,49.538677924893854,139.8268723693383,5.142857142857143,0.2689549376872224,149,73,10067.534810592359,1583,7194,0.5416666666666666,705,Female,High,Divorced,Bachelor's,Employed,Beauty,no_promotion,2024-01-24,2024-01-24,0,1,1
C1216,37,1,3,2.986111111111111,50.27417916094438,145.01767637172202,72.0,0.3494310218989546,167,47,10441.272698763985,2735,2012,0.6666666666666666,705,Other,High,Divorced,PhD,Unemployed,Sports,Discount,2024-01-24,2024-01-24,0,0,1
C1217,54,15,1,3.236111111111111,52.02445402714193,166.6958620814258,4.8,0.28381070842106704,167,73,12002.102069862656,2663,3686,0.5972222222222222,699,Male,High,Divorced,High School,Student,Sports,no_promotion,2024-01-30,2024-01-30,0,0,1
