age,membership_years,number_of_children,quantity,unit_price,avg_purchase_value,purchase_frequency,avg_discount_used,online_purchases,in_store_purchases,total_transactions,total_items_purchased,promotion_effectiveness,days_since_last_purchase,loyalty_program,promo_flag,gender_Female,gender_Male,gender_Other,income_bracket_High,income_bracket_Low,income_bracket_Medium,marital_status_Divorced,marital_status_Married,marital_status_Single,education_level_Bachelor's,education_level_High School,education_level_Master's,education_level_PhD,occupation_Employed,occupation_Retired,occupation_Self-Employed,occupation_Student,occupation_Unemployed,product_category_Beauty,product_category_Books,product_category_Clothing,product_category_Electronics,product_category_Groceries,product_category_Home,product_category_Home Goods,product_category_Sports,product_category_Toys,promotion_type_20% Off,promotion_type_BOGO,promotion_type_Buy One Get One Free,promotion_type_Discount,promotion_type_Seasonal Discount,churn_prob
24,2,4,2.375,50.72861111111112,124.46555555555555,36.0,10.783070662780508,576,576,2160,1944,1.0,385,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0
60,10,1,2.76056338028169,50.829577464788734,142.5661971830986,7.1,0.05,213,0,2272,1846,1.0,531,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.985
33,1,1,2.943661971830986,49.40767494194473,143.75957300721552,71.0,0.3544890303347485,151,65,3265,2264,0.5774647887323944,565,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.715
51,1,3,2.704225352112676,46.83014084507042,125.57985915492958,71.0,5.800870915786277,639,426,2272,2982,1.0,371,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0
43,12,4,2.333333333333333,49.955416666666665,114.47694444444444,6.0,0.07,216,0,1296,1296,1.0,500,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.99
55,7,1,2.380281690140845,52.96239436619718,125.91492957746478,10.142857142857142,0.12,142,0,2414,7242,1.0,375,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.015
58,1,0,2.3661971830985915,51.06816901408451,122.60394366197184,71.0,0.26,284,0,1704,2343,1.0,493,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.985
45,13,3,2.5211267605633805,48.57408450704226,122.90323943661971,5.461538461538462,0.15,142,0,3479,5325,1.0,371,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.015
25,10,4,2.676056338028169,49.54633802816901,128.94211267605633,7.1,0.15,284,0,639,6390,1.0,496,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.995
60,7,4,2.464788732394366,49.9125352112676,121.48718309859156,10.142857142857142,0.22,213,0,710,2982,1.0,371,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.02
67,9,1,3.295774647887324,53.50816707519835,178.12844682645303,7.888888888888888,0.3622552412370452,142,105,2342,2646,0.647887323943662,454,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.815
22,14,2,2.704225352112676,51.40647887323944,141.85676056338028,5.071428571428571,13.0802703786225,71,710,3337,2556,1.0,376,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0
29,6,4,2.5211267605633805,52.92169014084507,132.71042253521128,11.833333333333334,0.09,0,497,710,4544,1.0,373,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
40,6,0,2.333333333333333,57.92666666666667,135.26333333333332,12.0,0.26,288,0,3384,1728,1.0,371,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.015
57,11,2,2.708333333333333,50.40208333333333,129.98486111111112,6.545454545454546,9.012593227967535,432,144,3384,6480,1.0,377,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.005
21,1,2,2.4722222222222223,47.33902777777777,117.45916666666666,72.0,9.921265665388862,72,648,3240,1800,1.0,370,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
58,11,2,2.676056338028169,52.39718309859155,141.85647887323944,6.454545454545454,0.18,0,213,1065,7171,1.0,498,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.99
22,15,2,2.5,50.27430555555556,123.29541666666668,4.8,0.1,360,0,2736,2736,1.0,374,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.005
57,10,1,3.333333333333333,49.09443485919899,165.1739798515505,7.199999999999999,0.3107960874910704,164,79,2447,4843,0.6111111111111112,864,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.785
23,5,4,2.676056338028169,50.70549295774648,136.89549295774648,14.2,11.14976367097843,710,568,852,3479,1.0,370,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
35,2,4,2.4166666666666665,51.18180555555556,124.89152777777778,36.0,6.744251972501145,216,432,1512,1800,1.0,376,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
68,11,4,2.5211267605633805,52.0212676056338,129.0570422535211,6.454545454545454,0.07,71,0,2840,1704,1.0,502,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.995
45,5,4,2.763888888888889,48.726527777777775,132.54569444444445,14.4,0.06,216,0,1656,7272,1.0,379,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.005
28,10,2,2.583333333333333,47.86569444444444,123.5027777777778,7.199999999999999,0.02,0,216,3312,5256,1.0,371,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0
65,4,4,3.111111111111111,50.83583442833852,153.74111549113184,18.0,0.2700676044685466,161,67,1871,6772,0.5833333333333334,752,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.12
22,14,0,2.619718309859155,48.19929577464789,124.3680281690141,5.071428571428571,0.02,71,0,2840,1775,1.0,376,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
43,12,4,2.611111111111111,48.664281019650325,124.62131528117318,6.0,0.2463923503723813,131,58,1295,1265,0.5277777777777778,581,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.84
68,3,3,2.605633802816901,45.7943661971831,119.9607042253521,23.666666666666668,0.04,284,0,639,3337,1.0,375,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0
31,8,4,2.583333333333333,50.22583333333333,128.36666666666667,9.0,0.13,144,0,3096,4680,1.0,381,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
22,10,4,2.4722222222222223,51.42625,130.7823611111111,7.199999999999999,0.13,144,0,648,7200,1.0,370,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0
60,7,4,2.5211267605633805,51.96619718309859,130.70295774647886,10.142857142857142,0.22,213,0,710,2982,1.0,370,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.005
48,8,0,2.5416666666666665,49.66736111111111,129.27277777777778,9.0,0.03,144,0,2016,4176,1.0,370,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0
60,5,4,2.5211267605633805,51.6587323943662,127.9938028169014,14.2,0.02,71,0,3479,3692,1.0,494,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.0
55,11,2,2.3194444444444446,51.75194444444444,115.6690277777778,6.545454545454546,0.09,0,72,3600,4896,1.0,504,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.98
18,9,3,2.4027777777777777,46.00069444444445,113.25791666666666,8.0,0.22,0,144,3600,4248,1.0,498,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.98
67,10,4,2.7464788732394365,43.63295774647887,118.14957746478876,7.1,0.23,213,0,2982,1846,1.0,504,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.995
55,4,4,2.619718309859155,48.10521126760564,129.62830985915494,17.75,6.927618209488768,355,426,426,4757,1.0,377,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0
38,4,0,2.5,46.10958333333333,115.72083333333332,18.0,0.16,144,0,3384,2592,1.0,492,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.995
56,6,4,2.591549295774648,47.34042253521127,125.42971830985915,11.833333333333334,11.519955264740332,497,213,3266,1349,1.0,376,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0
19,11,1,2.507042253521127,51.68732394366197,130.74985915492957,6.454545454545454,0.26,142,0,2840,4686,1.0,375,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.005
49,14,4,2.555555555555556,47.88111111111111,123.49888888888889,5.142857142857143,0.22,144,0,2016,1944,1.0,495,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0
39,14,4,2.638888888888889,51.8175,138.715,5.142857142857143,0.01,216,0,3024,4752,1.0,502,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.99
20,13,1,2.5694444444444446,47.11819444444445,121.21541666666668,5.538461538461538,0.28,288,0,720,6552,1.0,370,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0
70,10,1,2.4507042253521125,49.43830985915493,122.94971830985916,7.1,0.14,213,0,2982,6177,1.0,511,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0
61,8,1,2.888888888888889,52.10597222222222,152.38347222222222,9.0,0.17,360,0,2808,1944,1.0,492,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.97
34,9,2,2.323943661971831,47.33408450704225,110.36450704225352,7.888888888888888,14.663665891596189,568,0,1704,5254,1.0,373,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0
40,6,1,2.605633802816901,50.73788732394366,131.3670422535211,11.833333333333334,0.14,142,0,2982,4473,1.0,382,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
31,13,4,2.5972222222222223,51.34527777777778,131.57125,5.538461538461538,0.16,144,0,3096,5184,1.0,374,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0
20,2,1,2.8194444444444446,47.289223333587096,134.381672223491,36.0,0.3423482296757922,138,75,2663,3294,0.5833333333333334,855,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.13
39,6,3,2.555555555555556,51.095,127.36861111111112,12.0,9.576744180930373,0,432,504,6264,1.0,372,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0
49,6,0,2.3472222222222223,51.29708333333333,120.06166666666668,12.0,9.298732098924075,288,720,1368,6696,1.0,377,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0
46,14,2,2.309859154929577,49.53591549295775,112.64591549295774,5.071428571428571,0.27,0,213,1065,2840,1.0,373,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.005
50,9,2,2.492957746478873,50.27901408450704,128.4054929577465,7.888888888888888,0.22,355,0,1136,3408,1.0,371,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0
38,8,2,2.4444444444444446,54.295,134.51541666666668,9.0,11.0820626280203,216,504,360,1224,1.0,397,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0
57,10,0,2.4166666666666665,47.78055555555555,118.14097222222222,7.199999999999999,0.27,0,288,720,7488,1.0,371,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.015
59,1,3,2.605633802816901,49.35028169014085,131.05295774647888,71.0,0.02,71,0,2840,1420,1.0,370,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.005
44,9,2,2.4507042253521125,51.86154929577465,125.49549295774648,7.888888888888888,6.785057725304087,497,0,3266,5609,1.0,378,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.005
35,2,1,2.5277777777777777,50.46402777777777,124.07125,36.0,0.03,72,0,2304,4032,1.0,370,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.005
35,2,1,2.5211267605633805,50.60985915492958,132.81676056338029,35.5,0.03,71,0,2272,3976,1.0,373,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0
68,3,2,2.535211267605634,49.62211267605634,126.13422535211268,23.666666666666668,0.18,0,213,2485,5254,1.0,502,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.995
33,4,1,2.5694444444444446,53.22916666666666,136.60861111111112,18.0,0.15,0,288,2088,2808,1.0,385,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.01
61,1,4,2.492957746478873,46.127605633802816,117.71718309859156,71.0,0.04,0,142,710,1775,1.0,496,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.97
35,13,1,2.563380281690141,48.75816901408451,125.35690140845072,5.461538461538462,6.712163297969944,355,284,2485,3124,1.0,372,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0
29,12,0,2.5694444444444446,51.07416666666667,129.80722222222224,6.0,0.26,144,0,1872,4824,1.0,504,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.99
52,1,0,2.563380281690141,50.54943661971832,128.5714084507042,71.0,0.3,142,0,1846,7242,1.0,496,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.0
28,10,2,2.513888888888889,53.21236111111111,134.83472222222224,7.199999999999999,0.02,0,216,3312,5256,1.0,370,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.005
41,10,4,2.422535211267605,49.38704225352113,120.83774647887324,7.1,0.25,0,284,994,1562,1.0,377,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0
34,3,1,2.7222222222222223,49.58555555555555,138.56972222222225,24.0,0.07,288,0,3312,4896,1.0,372,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.025
25,9,4,2.4166666666666665,54.0125,133.79527777777778,8.0,0.16,144,0,1800,5616,1.0,491,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.99
60,6,2,2.535211267605634,50.9069014084507,126.69704225352112,11.833333333333334,0.12,355,0,3053,1988,1.0,379,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0
22,15,2,2.5277777777777777,50.19986111111111,130.69555555555556,4.8,0.1,360,0,2736,2736,1.0,370,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.015
70,9,0,2.535211267605634,52.21070422535211,129.80845070422535,7.888888888888888,0.2,0,497,1065,2343,1.0,370,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.005
53,4,2,2.5972222222222223,48.45930555555556,122.70458333333332,18.0,0.23,144,0,864,6696,1.0,373,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.005
52,9,1,2.5211267605633805,48.26802816901409,120.66774647887324,7.888888888888888,0.11,142,0,1491,5538,1.0,371,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0
70,3,2,2.513888888888889,50.39375,122.59736111111113,24.0,0.03,144,0,1512,5256,1.0,370,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0
49,5,4,3.013888888888889,54.26442130405043,161.64391207580766,14.4,0.2939227407982269,125,98,3311,1076,0.5694444444444444,605,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.105
25,11,3,2.492957746478873,49.70929577464789,123.58070422535212,6.454545454545454,0.11,0,284,3266,3692,1.0,376,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.01
38,4,0,2.647887323943662,48.2687323943662,129.8449295774648,17.75,0.16,142,0,3337,2556,1.0,495,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.99
23,5,4,2.611111111111111,50.84763888888889,136.61666666666667,14.4,11.14976367097843,720,576,864,3528,1.0,371,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
31,12,1,2.4166666666666665,50.45583333333334,119.1086111111111,6.0,0.17,288,0,504,6048,1.0,376,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.005
45,1,0,2.5277777777777777,49.77597222222222,126.50555555555556,72.0,0.18,72,0,3312,7056,1.0,370,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.005
32,2,0,2.535211267605634,51.53239436619719,131.62915492957745,35.5,0.1,213,0,3266,4828,1.0,520,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.995
69,13,4,2.859154929577465,50.56619718309859,140.12704225352113,5.461538461538462,0.16,0,355,1704,4544,1.0,371,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.01
48,13,3,2.486111111111111,49.80791666666667,124.23055555555555,5.538461538461538,0.0,0,72,2592,6624,1.0,373,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.005
65,7,1,2.4788732394366195,50.5087323943662,129.79281690140843,10.142857142857142,0.18,0,142,568,6603,1.0,494,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.99
39,10,4,2.4444444444444446,50.96347222222222,125.22791666666666,7.199999999999999,0.22,144,0,1800,7056,1.0,495,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.975
31,7,2,2.361111111111111,47.94277777777778,113.49972222222225,10.285714285714286,14.906391210892846,720,360,2232,4248,1.0,371,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0
50,9,2,2.5416666666666665,52.60958333333333,137.5127777777778,8.0,0.22,360,0,1152,3456,1.0,370,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
41,10,4,2.563380281690141,53.28352112676056,135.8805633802817,7.1,0.25,0,284,994,1562,1.0,374,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
55,1,4,2.513888888888889,51.39472222222222,129.10069444444446,72.0,0.22,72,0,2736,2880,1.0,374,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
28,10,2,3.1549295774647885,51.15503642380799,163.29757648523713,7.1,0.3641621595584282,122,104,3265,5189,0.5492957746478874,537,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.09
54,1,2,2.492957746478873,53.43521126760564,134.67408450704227,71.0,0.01,71,0,3124,6532,1.0,375,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.015
67,10,4,2.3943661971830985,54.419859154929576,132.47267605633803,7.1,0.23,213,0,2982,1846,1.0,511,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.99
46,9,3,2.408450704225352,49.277605633802814,117.5238028169014,7.888888888888888,0.23,142,0,3621,6745,1.0,392,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.005
70,10,1,2.5,48.06930555555555,119.80222222222224,7.199999999999999,0.14,216,0,3024,6264,1.0,500,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0
29,2,3,3.138888888888889,48.10330910712732,148.68967376981016,36.0,0.3103067631685725,143,95,1727,4832,0.5694444444444444,699,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.165
67,10,4,2.732394366197183,50.31154929577465,134.35676056338028,7.1,0.23,213,0,2982,1846,1.0,504,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0
66,11,2,3.014084507042253,56.221350308940735,170.19064608358863,6.454545454545454,0.2246012513485783,157,66,2342,6745,0.5211267605633803,468,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8
30,4,0,2.4722222222222223,50.26638888888888,125.84208333333332,18.0,0.18,288,0,3024,2520,1.0,511,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.985
66,12,0,2.5,50.68194444444444,125.21944444444443,6.0,12.246906308329049,216,360,1944,6624,1.0,373,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
31,8,4,3.0972222222222223,53.09334159762895,169.98253305718245,9.0,0.2285968935516081,152,78,3095,4755,0.625,918,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.12
48,8,0,2.6527777777777777,52.477916666666665,134.0236111111111,9.0,0.03,144,0,2016,4176,1.0,375,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0
33,1,1,2.76056338028169,46.79056338028169,130.25211267605633,71.0,0.14,0,71,3266,2130,1.0,500,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.955
57,2,1,3.1944444444444446,48.66592786220729,151.84500580884412,36.0,0.2359659816286572,155,87,1583,2243,0.625,582,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.07
29,4,1,2.9166666666666665,53.163089825413614,158.29544912706808,18.0,0.2499894105465977,147,60,3095,4093,0.625,610,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.085
