customer_id,age,gender,income_bracket,loyalty_program,membership_years,marital_status,number_of_children,education_level,occupation,transaction_id,transaction_date,product_category,quantity,unit_price,avg_purchase_value,purchase_frequency,last_purchase_date,avg_discount_used,online_purchases,in_store_purchases,total_sales,total_transactions,total_items_purchased,promotion_type,promotion_effectiveness,days_since_last_purchase,churn
C1121,23,Other,Medium,Yes,7,Married,4,High School,Employed,TX-f43c67ba,2023-06-23,Electronics,1,26.63,,Medium,2023-06-23,0.25,1,0,19.97,18,68,BOGO,High,920,0
C1121,23,Other,Medium,Yes,7,Married,4,High School,Employed,TX-0a6368f2,2022-11-09,Sports,4,60.61,242.44,Low,2022-11-09,0.29,0,4,172.13,18,71,BOGO,High,1146,0
C1121,23,Other,Medium,Yes,7,Married,4,High School,Employed,TX-64dd4384,2023-07-19,Sports,3,52.0,156.0,Low,2023-07-19,0.02,0,3,152.88,18,70,,Low,894,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-92010309,2023-02-17,Electronics,2,52.65,105.3,Low,2023-02-17,0.05,2,0,100.03,9,28,,Low,1046,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-5caf5c6a,2023-02-27,Clothing,5,7.12,35.6,High,2023-02-27,0.09,0,5,32.4,9,31,Discount,Low,1036,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-94ca68d9,2023-05-30,Beauty,1,40.22,40.22,Medium,2023-05-30,0.3,0,1,28.15,9,27,,Low,944,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-c881464b,2023-04-29,Home,3,42.52,127.56,,2023-04-29,0.17,3,0,105.87,9,29,,Low,975,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-0942f1cd,2023-07-31,Beauty,2,21.84,43.68,Low,2023-07-31,0.21,0,2,34.51,9,28,,High,882,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-643a6898,2023-06-27,Beauty,4,57.61,230.44,Medium,2023-06-27,0.08,4,0,212.0,9,30,Discount,Low,916,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-4e6120f3,2023-10-14,Beauty,3,76.84,230.52,High,2023-10-14,0.17,3,0,191.33,9,29,Discount,High,807,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-b79fa51d,2023-09-02,Electronics,3,92.56,277.68,Low,2023-09-02,0.09,3,0,252.69,9,29,BOGO,Medium,849,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-58029d89,2023-05-04,Sports,6,50.78,304.68,Medium,2023-05-04,0.2,6,0,243.74,9,32,,Low,970,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-9ac1b7f0,2023-08-20,Books,4,48.3,193.2,Medium,2023-08-20,0.22,4,0,150.7,9,30,,High,862,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-3094f256,2023-07-15,Home,2,53.1,106.2,Low,2023-07-15,0.03,2,0,103.01,9,28,,Medium,898,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-62a5aa21,2022-11-21,Clothing,3,9.12,27.36,Low,2022-11-21,0.12,0,3,24.08,9,29,BOGO,Low,1134,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-d5828d59,2023-08-19,Beauty,2,59.3,118.6,Medium,2023-08-19,0.13,2,0,103.18,9,28,BOGO,Medium,863,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-f7f9efbc,2023-06-01,Books,4,45.01,180.04,Medium,2023-06-01,0.19,4,0,145.83,9,30,Discount,Low,942,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-c92c2f78,2023-02-02,Home,3,69.31,207.93,High,2023-02-02,0.18,3,0,170.5,9,29,Discount,High,1061,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-eb6d3598,2022-12-15,Beauty,4,32.85,131.4,High,2022-12-15,0.17,0,4,109.06,9,30,Discount,Medium,1110,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-f0dac80a,2023-05-10,Sports,5,65.35,326.75,Low,2023-05-10,0.0,5,0,326.75,9,31,Discount,High,964,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-52105009,2023-02-25,Books,3,68.95,206.85,Medium,2023-02-25,0.01,3,0,204.78,9,29,,High,1038,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-19f620a2,2023-10-03,Home,1,36.4,36.4,Medium,2023-10-03,0.28,1,0,26.21,9,27,,High,818,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-836392b7,2023-01-25,Clothing,4,27.07,108.28,Low,2023-01-25,0.21,4,0,85.54,9,30,BOGO,Low,1069,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-0a0ef615,2023-07-13,Beauty,2,64.92,,Low,2023-07-13,0.27,2,0,94.78,9,28,,Low,900,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-f2fb122f,2023-06-19,Beauty,4,50.62,202.48,Medium,2023-06-19,0.05,4,0,192.36,9,30,Discount,Medium,924,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-afef2e1c,2023-08-20,Books,2,37.8,75.6,Medium,2023-08-20,0.04,0,2,72.58,9,28,BOGO,High,862,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-9f6e292a,2023-03-26,Home,2,35.19,70.38,Medium,2023-03-26,0.29,0,2,49.97,9,28,BOGO,Medium,1009,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-a3b44efe,2023-01-28,Home,6,86.02,516.12,Low,2023-01-28,0.03,6,0,500.64,9,32,,Low,1066,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-e84dfaa4,2023-05-04,Books,4,60.83,243.32,,2023-05-04,0.12,0,4,214.12,9,30,Discount,Low,970,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-a873abc8,2023-06-19,Electronics,4,41.03,164.12,Low,2023-06-19,0.1,0,4,147.71,9,30,BOGO,Low,924,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-61592130,2023-02-17,Electronics,3,59.98,179.94,Low,2023-02-17,0.06,3,0,,9,29,BOGO,High,1046,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-8f48de0a,2023-06-04,Electronics,2,29.67,59.34,Low,2023-06-04,0.06,2,0,55.78,9,28,Discount,Low,939,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-e32a2082,2023-10-23,Sports,4,44.96,179.84,High,2023-10-23,0.21,4,0,142.07,9,30,BOGO,High,798,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-f66037cf,2023-02-26,Books,1,40.17,40.17,Low,2023-02-26,0.15,1,0,34.14,9,27,BOGO,Low,1037,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-75ffb57f,2023-08-08,Electronics,4,26.06,104.24,High,2023-08-08,0.15,0,4,88.6,9,30,Discount,Low,874,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-e3931b79,2023-02-04,Books,4,45.44,181.76,High,2023-02-04,0.08,4,0,167.22,9,30,Discount,Low,1059,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-5d5b0bd9,2023-01-01,Sports,1,62.36,,Low,2023-01-01,0.02,1,0,61.11,9,27,BOGO,Low,1093,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-3eda9150,2023-02-09,Clothing,2,62.99,125.98,Low,2023-02-09,0.2,2,0,100.78,9,28,Discount,Medium,1054,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-f3098246,2023-04-21,Beauty,6,41.41,248.46,Medium,2023-04-21,0.24,6,0,188.83,9,32,,High,983,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-b084aab8,2023-08-30,Books,2,29.21,58.42,,2023-08-30,0.05,2,0,55.5,9,28,Discount,Medium,852,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-b4d70339,2023-04-22,Beauty,4,32.01,128.04,High,2023-04-22,0.22,4,0,99.87,9,30,,Low,982,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-ab204463,2023-02-25,Clothing,3,37.68,113.04,Low,2023-02-25,0.21,3,0,89.3,9,29,Discount,Medium,1038,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-072a5087,2023-09-30,Books,2,61.7,123.4,Medium,2023-09-30,0.3,2,0,86.38,9,28,BOGO,Medium,821,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-445f1ad1,2023-09-09,Electronics,5,76.38,381.9,Low,2023-09-09,0.13,5,0,332.25,9,31,BOGO,Medium,842,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-c742bbaf,2023-09-23,Beauty,1,13.95,13.95,Low,2023-09-23,0.14,1,0,,9,27,Discount,Low,828,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-b098a176,2022-11-09,Books,3,41.8,125.4,High,2022-11-09,0.11,3,0,,9,29,,Low,1146,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-7fd7559e,2022-11-09,Sports,5,23.59,117.95,Medium,2022-11-09,0.05,5,0,112.05,9,31,,Medium,1146,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-66c09e7b,2023-05-09,Electronics,3,18.68,56.04,Low,2023-05-09,0.09,0,3,51.0,9,29,BOGO,High,965,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-b87618a0,2023-04-14,Clothing,1,31.13,,High,2023-04-14,0.08,1,0,28.64,9,27,,Medium,990,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-b8c4535c,2023-07-26,Books,2,31.31,62.62,High,2023-07-26,0.2,2,0,50.1,9,28,Discount,Medium,887,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-ea8b34b9,2022-11-05,Sports,2,66.46,132.92,Low,2022-11-05,0.12,2,0,116.97,9,28,,Low,1150,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-3309cd89,2023-07-26,Beauty,3,45.62,136.86,High,2023-07-26,0.26,3,0,101.28,9,29,,Medium,887,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-6fc41bf6,2023-06-06,Sports,3,50.8,152.39999999999998,High,2023-06-06,0.17,3,0,126.49,9,29,,Low,937,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-fdba93eb,2023-09-22,Sports,4,83.26,333.04,Medium,2023-09-22,0.06,4,0,313.06,9,30,BOGO,Low,829,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-62fc194b,2022-12-29,Clothing,3,74.37,223.11,Medium,2022-12-29,0.1,0,3,200.8,9,29,Discount,High,1096,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-c6e4472d,2023-02-05,Home,3,30.67,92.01,Medium,2023-02-05,0.17,0,3,76.37,9,29,BOGO,Low,1058,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-ce908ee8,2023-05-26,Electronics,3,13.99,41.97,Medium,2023-05-26,0.14,0,3,36.09,9,29,,Medium,948,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-e7ebff3f,2023-02-17,Electronics,3,63.2,,Medium,2023-02-17,0.1,3,0,170.64,9,29,BOGO,Medium,1046,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-2d555314,2023-10-09,Clothing,5,43.5,217.5,Low,2023-10-09,0.07,5,0,202.27,9,31,,High,812,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-05aa0cd3,2023-08-30,Electronics,5,35.49,177.45000000000002,High,2023-08-30,0.12,0,5,156.16,9,31,BOGO,Medium,852,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-0207006d,2023-04-22,Electronics,2,69.31,138.62,Low,2023-04-22,0.02,2,0,135.85,9,28,,High,982,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-d6b9bf52,2023-06-19,Books,3,48.36,145.07999999999998,High,2023-06-19,0.01,0,3,143.63,9,29,,High,924,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-f09d07f1,2022-12-06,Beauty,3,60.0,180.0,High,2022-12-06,0.14,3,0,154.8,9,29,BOGO,Medium,1119,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-d094805e,2023-01-21,Clothing,2,29.28,58.56,Medium,2023-01-21,0.21,2,0,46.26,9,28,BOGO,Medium,1073,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-662b7ae4,2023-03-03,Books,2,22.27,44.54,Medium,2023-03-03,0.26,0,2,32.96,9,28,,Medium,1032,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-c959dbb9,2022-11-20,Clothing,2,9.81,19.62,Medium,2022-11-20,0.15,0,2,16.68,9,28,,Medium,1135,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-619c03d1,2023-04-25,Sports,2,49.22,98.44,Medium,2023-04-25,0.12,2,0,86.63,9,28,BOGO,Medium,979,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-7259e6c4,2022-12-13,Beauty,1,59.8,,Low,2022-12-13,0.12,1,0,52.62,9,27,Discount,High,1112,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-ec32006d,2023-01-13,Electronics,3,93.07,279.21,Medium,2023-01-13,0.05,3,0,,9,29,BOGO,Medium,1081,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-debfe7d3,2023-06-21,Clothing,2,26.08,52.16,High,2023-06-21,0.1,2,0,46.94,9,28,Discount,Low,922,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-3d56400b,2023-02-18,Electronics,2,58.83,117.66,High,2023-02-18,0.07,2,0,109.42,9,28,,Low,1045,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-96a805bb,2023-01-07,Home,4,68.11,272.44,Low,2023-01-07,0.28,4,0,,9,30,Discount,Low,1087,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-2e7cdb3f,2023-09-10,Sports,3,45.11,135.32999999999998,Medium,2023-09-10,0.27,3,0,98.79,9,29,BOGO,Low,841,0
C1122,36,Other,Medium,No,14,Single,0,High School,Self-Employed,TX-d04a8ff9,2023-10-21,Clothing,3,33.49,100.47,Medium,2023-10-21,0.17,3,0,83.39,9,29,,Medium,800,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-aaee3f08,2023-06-18,Sports,5,61.26,306.3,High,2023-06-18,0.01,5,0,303.24,30,99,BOGO,High,925,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-8b61d80d,2023-07-29,Beauty,2,60.55,121.1,High,2023-07-29,0.12,2,0,106.57,30,96,Discount,Medium,884,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-caea5bfb,2023-02-12,Clothing,5,45.78,228.9,High,2023-02-12,0.27,5,0,,30,99,BOGO,Low,1051,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-6a5b54e4,2023-01-25,Home,4,42.53,170.12,Low,2023-01-25,0.27,0,4,124.19,30,98,,High,1069,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-c6d93097,2023-08-13,Books,2,4.81,9.62,Medium,2023-08-13,0.22,2,0,7.5,30,96,,High,869,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-36a7581e,2023-07-29,Sports,2,62.46,124.92,High,2023-07-29,0.21,2,0,98.69,30,96,BOGO,Low,884,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-73eb0a4e,2023-07-20,Clothing,2,33.08,,High,2023-07-20,0.13,0,2,57.56,30,96,,Medium,893,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-a864a116,2023-09-22,Books,1,42.43,42.43,High,2023-09-22,0.1,1,0,38.19,30,95,,Medium,829,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-1ab01dc1,2023-08-11,Sports,2,100.07,200.14,High,2023-08-11,0.14,0,2,172.12,30,96,,Medium,871,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-e756b705,2023-09-09,Sports,4,39.81,159.24,High,2023-09-09,0.23,0,4,122.61,30,98,,Low,842,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-a54720e0,2023-06-03,Clothing,2,51.73,103.46,Medium,2023-06-03,0.24,2,0,78.63,30,96,BOGO,Low,940,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-7ee50afd,2023-06-10,Beauty,2,69.15,138.3,Medium,2023-06-10,0.21,2,0,109.26,30,96,Discount,Low,933,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-5b345ede,2023-07-21,Home,1,76.08,76.08,Low,2023-07-21,0.05,0,1,72.28,30,95,BOGO,Low,892,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-ee926321,2023-07-04,Beauty,3,40.47,,Medium,2023-07-04,0.14,0,3,104.41,30,97,Discount,High,909,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-bada092a,2023-04-30,Home,3,38.22,114.66,Low,2023-04-30,0.04,3,0,110.07,30,97,,Low,974,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-ea88d27d,2023-08-01,Books,4,83.47,333.88,High,2023-08-01,0.14,4,0,287.14,30,98,BOGO,Low,881,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-517e71e0,2023-07-10,Electronics,2,74.11,148.22,Low,2023-07-10,0.14,2,0,127.47,30,96,,High,903,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-d0ce2457,2023-07-22,Books,2,36.26,72.52,High,2023-07-22,0.29,2,0,51.49,30,96,BOGO,Medium,891,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-bd37414a,2023-07-31,Beauty,4,49.31,197.24,,2023-07-31,0.03,4,0,191.32,30,98,,High,882,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-e3a14f5d,2023-07-12,Beauty,5,56.52,282.6,Low,2023-07-12,0.17,0,5,234.56,30,99,BOGO,Medium,901,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-75ed76cf,2023-01-05,Books,4,26.34,105.36,Medium,2023-01-05,0.22,0,4,82.18,30,98,,High,1089,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-ae269692,2023-06-28,Beauty,1,55.33,55.33,Low,2023-06-28,0.16,1,0,46.48,30,95,BOGO,High,915,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-7f808dbc,2023-02-14,Sports,5,56.12,280.6,,2023-02-14,0.23,0,5,216.06,30,99,Discount,Medium,1049,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-31a9b14c,2023-08-02,Electronics,4,115.4,461.6,Low,2023-08-02,0.07,4,0,429.29,30,98,BOGO,Medium,880,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-dea43dfd,2023-03-29,Electronics,4,82.18,328.72,High,2023-03-29,0.11,4,0,292.56,30,98,,High,1006,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-ad3c919f,2023-07-06,Electronics,2,47.52,95.04,Medium,2023-07-06,0.24,0,2,72.23,30,96,BOGO,Medium,907,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-6932317a,2023-02-16,Books,2,75.16,150.32,Medium,2023-02-16,0.26,2,0,111.24,30,96,Discount,Low,1047,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-bdf1de53,2023-09-04,Home,3,14.59,,High,2023-09-04,0.11,3,0,38.96,30,97,Discount,Low,847,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-e7a9f866,2023-01-11,Home,2,11.53,23.06,High,2023-01-11,0.05,2,0,21.91,30,96,Discount,Medium,1083,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-21ce7ad0,2022-11-07,Clothing,1,25.76,25.76,Low,2022-11-07,0.14,1,0,22.15,30,95,Discount,High,1148,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-ae957e1c,2023-06-20,Clothing,2,63.56,127.12,Low,2023-06-20,0.28,2,0,91.53,30,96,BOGO,Low,923,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-31ea2821,2023-02-16,Books,3,54.41,163.23,High,2023-02-16,0.08,3,0,150.17,30,97,,Low,1047,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-47561669,2023-05-25,Home,3,45.53,136.59,Low,2023-05-25,0.25,3,0,102.44,30,97,BOGO,Low,949,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-d3d17709,2023-03-11,Books,2,60.54,121.08,Low,2023-03-11,0.01,2,0,119.87,30,96,Discount,High,1024,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-a119ca40,2023-01-28,Home,2,51.19,102.38,High,2023-01-28,0.02,2,0,100.33,30,96,BOGO,Low,1066,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-270a4855,2023-10-19,Sports,2,58.94,117.88,High,2023-10-19,0.23,0,2,90.77,30,96,,High,802,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-89797b17,2023-10-28,Books,3,43.4,130.2,High,2023-10-28,0.17,3,0,108.07,30,97,,Low,793,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-efa107ee,2023-07-11,Clothing,2,24.42,48.84,Medium,2023-07-11,0.23,2,0,,30,96,Discount,High,902,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-84e69ef9,2023-01-31,Sports,1,42.77,,Medium,2023-01-31,0.02,0,1,41.91,30,95,,Low,1063,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-094f5166,2023-03-01,Home,3,10.0,30.0,Low,2023-03-01,0.01,3,0,29.7,30,97,Discount,Low,1034,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-7bdd42e3,2023-06-07,Electronics,1,55.76,55.76,High,2023-06-07,0.1,1,0,50.18,30,95,Discount,Low,936,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-babfbd99,2022-12-11,Home,1,44.71,44.71,High,2022-12-11,0.26,1,0,33.09,30,95,Discount,Medium,1114,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-2fb1eb40,2023-06-24,Beauty,3,64.84,194.52,High,2023-06-24,0.13,0,3,169.23,30,97,Discount,Medium,919,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-d8c024a9,2022-11-21,Sports,3,57.14,171.42000000000002,Medium,2022-11-21,0.28,0,3,123.42,30,97,BOGO,Medium,1134,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-6ce87f51,2023-07-07,Home,5,41.83,209.15,High,2023-07-07,0.05,5,0,198.69,30,99,,Medium,906,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-3a099c80,2023-07-11,Electronics,2,44.23,88.46,Low,2023-07-11,0.16,2,0,74.31,30,96,Discount,Medium,902,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-cab0d331,2023-09-02,Home,2,73.93,147.86,Low,2023-09-02,0.04,2,0,141.95,30,96,BOGO,Medium,849,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-37b5ba07,2023-01-14,Books,1,43.82,43.82,High,2023-01-14,0.22,1,0,34.18,30,95,BOGO,Low,1080,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-ce5e137f,2023-07-24,Beauty,3,38.17,114.51,,2023-07-24,0.26,3,0,84.74,30,97,BOGO,High,889,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-7e8f7fe9,2023-06-20,Home,3,34.06,102.18,Low,2023-06-20,0.12,0,3,89.92,30,97,,Low,923,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-08fb27dc,2023-10-19,Beauty,2,43.54,87.08,Low,2023-10-19,0.29,2,0,61.83,30,96,BOGO,High,802,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-60ca13d1,2022-11-27,Books,3,55.21,165.63,High,2022-11-27,0.29,3,0,117.6,30,97,,Low,1128,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-b58d4c97,2023-05-09,Sports,3,74.33,222.99,Low,2023-05-09,0.09,3,0,,30,97,,Low,965,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-640933ec,2023-01-22,Clothing,2,39.88,79.76,High,2023-01-22,0.12,2,0,70.19,30,96,,Low,1072,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-06dba492,2023-01-16,Sports,1,74.8,74.8,High,2023-01-16,0.11,1,0,66.57,30,95,,High,1078,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-935b67b4,2023-10-29,Sports,6,60.01,360.06,High,2023-10-29,0.25,6,0,270.05,30,100,BOGO,Medium,792,1
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-7c115895,2022-12-16,Books,6,56.44,338.64,High,2022-12-16,0.02,6,0,331.87,30,100,,Low,1109,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-20b8d865,2023-06-23,Books,1,23.92,23.92,Low,2023-06-23,0.2,1,0,19.14,30,95,Discount,Medium,920,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-9d88e7a4,2022-12-30,Books,3,27.63,82.89,Low,2022-12-30,0.04,0,3,79.57,30,97,BOGO,High,1095,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-dc1c4e12,2023-09-08,Sports,2,67.54,135.08,Medium,2023-09-08,0.07,2,0,125.62,30,96,Discount,Low,843,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-e8d7ea29,2023-06-22,Beauty,1,26.67,26.67,,2023-06-22,0.23,1,0,,30,95,Discount,High,921,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-26994648,2023-07-21,Sports,3,16.78,50.34,High,2023-07-21,0.17,3,0,41.78,30,97,,High,892,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-d08ef8b5,2023-02-04,Beauty,2,46.42,92.84,Low,2023-02-04,0.11,0,2,82.63,30,96,,Low,1059,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-9daeceaa,2023-08-07,Beauty,8,54.19,433.52,Medium,2023-08-07,0.04,8,0,416.18,30,102,,Medium,875,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-9a77c01f,2023-09-10,Books,1,51.01,51.01,Medium,2023-09-10,0.28,0,1,,30,95,,Low,841,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-498e6ba4,2022-11-18,Books,4,37.2,148.8,High,2022-11-18,0.03,4,0,144.34,30,98,,Low,1137,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-b0f1d209,2023-05-13,Sports,2,35.58,,Low,2023-05-13,0.2,2,0,56.93,30,96,Discount,High,961,0
C1123,50,Male,Medium,No,10,Single,4,High School,Retired,TX-c81e4c13,2023-10-20,Beauty,3,19.16,,High,2023-10-20,0.04,3,0,55.18,30,97,BOGO,Medium,801,0
